Rank	Uniprot_ID	Num_Compounds	Protein_Name	Gene_Name	Gene_ID
776	Q01118	1	Sodium channel protein type 7 subunit alpha	SCN7A	6332
777	P00734	1	Prothrombin 	F2	2147
778	P11678	1	Eosinophil peroxidase 	EPX	8288
779	P22079	1	Lactoperoxidase 	LPO	4025
780	P05164	1	Myeloperoxidase 	MPO	4353
781	Q92626	1	Peroxidasin homolog 	PXDN	7837
782	A1KZ92	1	Peroxidasin-like protein 	PXDNL	137902
783	P07202	1	Thyroid peroxidase 	TPO	7173
784	P31939	1	Bifunctional purine biosynthesis protein PURH	ATIC	471
785	Q8TDC3	1	Serine/threonine-protein kinase BRSK1 	BRSK1	84446
786	Q8IWQ3	1	Serine/threonine-protein kinase BRSK2 	BRSK2	9024
787	P22234	1	Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase 	PAICS	10606
788	O00459	1	Phosphatidylinositol 3-kinase regulatory subunit beta 	PIK3R2	5296
789	Q92569	1	Phosphatidylinositol 3-kinase regulatory subunit gamma 	PIK3R3	8503
790	P19801	1	Amiloride-sensitive amine oxidase [copper-containing] 	AOC1	26
791	O75106	1	Retina-specific copper amine oxidase 	AOC2	314
792	Q9Y2I1	1	Nischarin 	NISCH	11188
793	Q92630	1	Dual specificity tyrosine-phosphorylation-regulated kinase 2 	DYRK2	8445
794	Q9P1W9	1	Serine/threonine-protein kinase pim-2 	PIM2	11040
795	P01189	1	Pro-opiomelanocortin	POMC	5443
796	O43708	1	Maleylacetoacetate isomerase	GSTZ1	2954
797	Q15118	1	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"	PDK1	5163
798	Q15119	1	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial "	PDK2	5164
799	Q9BVC4	1	Target of rapamycin complex subunit LST8 	MLST8	64223
800	Q8NEB9	1	Phosphatidylinositol 3-kinase catalytic subunit type 3 	PIK3C3	5289
801	Q8IZS8	1	Voltage-dependent calcium channel subunit alpha-2/delta-3	CACNA2D3	55799
802	Q06432	1	Voltage-dependent calcium channel gamma-1 subunit	CACNG1	786
803	P18405	1	3-oxo-5-alpha-steroid 4-dehydrogenase 1	SRD5A1	6715
804	P31213	1	3-oxo-5-alpha-steroid 4-dehydrogenase 2	SRD5A2	6716
805	P09958	1	Furin	FURIN	5045
806	Q04828	1	Aldo-keto reductase family 1 member C1 	AKR1C1	1645
807	P52895	1	Aldo-keto reductase family 1 member C2 	AKR1C2	1646
808	P42330	1	Aldo-keto reductase family 1 member C3 	AKR1C3	8644
809	P51857	1	3-oxo-5-beta-steroid 4-dehydrogenase 	AKR1D1	6718
810	P45985	1	Dual specificity mitogen-activated protein kinase kinase 4 	MAP2K4	6416
811	P10827	1	Thyroid hormone receptor alpha	THRA	7067
812	P10828	1	Thyroid hormone receptor beta	THRB	7068
813	Q14894	1	Ketimine reductase mu-crystallin 	CRYM	1428
814	P47712	1	Cytosolic phospholipase A2	PLA2G4A	5321
815	O60733	1	85/88 kDa calcium-independent phospholipase A2	PLA2G6	8398
816	Q15111	1	Inactive phospholipase C-like protein 1	PLCL1	5334
817	P50135	1	Histamine N-methyltransferase 	HNMT	3176
818	P28329	1	Choline O-acetyltransferase	CHAT	1103
819	P32298	1	G protein-coupled receptor kinase 4 	GRK4	2868
820	Q8NE63	1	Homeodomain-interacting protein kinase 4 	HIPK4	147746
821	Q9HC98	1	Serine/threonine-protein kinase Nek6 	NEK6	10783
822	Q8TDX7	1	Serine/threonine-protein kinase Nek7 	NEK7	140609
823	Q99755	1	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha 	PIP5K1A	8394
824	O75676	1	Ribosomal protein S6 kinase alpha-4 	RPS6KA4	8986
825	Q96SB4	1	SRSF protein kinase 1 	SRPK1	6732
826	P78362	1	SRSF protein kinase 2 	SRPK2	6733
827	Q9UPE1	1	SRSF protein kinase 3 	SRPK3	26576
828	P25705	1	"ATP synthase subunit alpha, mitochondrial"	ATP5A1	498
829	P06576	1	"ATP synthase subunit beta, mitochondrial "	ATP5B	506
830	P36542	1	"ATP synthase subunit gamma, mitochondrial "	ATP5C1	509
831	P30049	1	"ATP synthase subunit delta, mitochondrial "	ATP5D	513
832	P56381	1	"ATP synthase subunit epsilon, mitochondrial "	ATP5E	514
833	Q5VTU8	1	"ATP synthase subunit epsilon-like protein, mitochondrial"	ATP5EP2	NA
834	P05496	1	ATP synthase F	ATP5G1	516
835	Q06055	1	ATP synthase F	ATP5G2	517
836	P48201	1	ATP synthase F	ATP5G3	518
837	Q99437	1	V-type proton ATPase 21 kDa proteolipid subunit 	ATP6V0B	533
838	P27449	1	V-type proton ATPase 16 kDa proteolipid subunit 	ATP6V0C	527
839	Q5JTJ3	1	Cytochrome c oxidase assembly factor 6 homolog	COA6	388753
840	P13073	1	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial "	COX4I1	1327
841	Q96KJ9	1	"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial "	COX4I2	84701
842	P20674	1	"Cytochrome c oxidase subunit 5A, mitochondrial "	COX5A	9377
843	P10606	1	"Cytochrome c oxidase subunit 5B, mitochondrial "	COX5B	1329
844	P12074	1	"Cytochrome c oxidase subunit 6A1, mitochondrial "	COX6A1	1337
845	Q02221	1	"Cytochrome c oxidase subunit 6A2, mitochondrial "	COX6A2	1339
846	P14854	1	Cytochrome c oxidase subunit 6B1 	COX6B1	1340
847	Q6YFQ2	1	Cytochrome c oxidase subunit 6B2 	COX6B2	125965
848	P09669	1	Cytochrome c oxidase subunit 6C 	COX6C	1345
849	P24310	1	"Cytochrome c oxidase subunit 7A1, mitochondrial "	COX7A1	1346
850	P24311	1	"Cytochrome c oxidase subunit 7B, mitochondrial "	COX7B	1349
851	Q8TF08	1	"Cytochrome c oxidase subunit 7B2, mitochondrial "	COX7B2	170712
852	P15954	1	"Cytochrome c oxidase subunit 7C, mitochondrial "	COX7C	1350
853	P07099	1	Epoxide hydrolase 1 	EPHX1	2052
854	P34913	1	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 	EPHX2	2053
855	P00395	1	Cytochrome c oxidase subunit 1 	MT-CO1	4512
856	P00403	1	Cytochrome c oxidase subunit 2 	MT-CO2	4513
857	P00414	1	Cytochrome c oxidase subunit 3 	MT-CO3	4514
858	Q9Y5S2	1	Serine/threonine-protein kinase MRCK beta 	CDC42BPB	9578
859	Q15349	1	Ribosomal protein S6 kinase alpha-2 	RPS6KA2	6196
860	O00264	1	Membrane-associated progesterone receptor component 1	PGRMC1	10857
861	P11274	1	Breakpoint cluster region protein	BCR	613
862	P11142	1	Heat shock cognate 71 kDa protein	HSPA8	3312
863	Q92570	1	Nuclear receptor subfamily 4 group A member 3	NR4A3	8013
864	Q06203	1	Amidophosphoribosyltransferase	PPAT	5471
865	P51692	1	Signal transducer and activator of transcription 5B	STAT5B	6777
866	P27037	1	Activin receptor type-2A 	ACVR2A	92
867	P37023	1	Serine/threonine-protein kinase receptor R3 	ACVRL1	94
868	P10398	1	Serine/threonine-protein kinase A-Raf 	ARAF	369
869	Q5JZY3	1	Ephrin type-A receptor 10 	EPHA10	284656
870	P54753	1	Ephrin type-B receptor 3 	EPHB3	2049
871	P21860	1	Receptor tyrosine-protein kinase erbB-3 	ERBB3	2065
872	Q01538	1	Myelin transcription factor 1 	MYT1	4661
873	Q9UBE8	1	Serine/threonine-protein kinase NLK 	NLK	51701
874	P0C1S8	1	Wee1-like protein kinase 2 	WEE2	494551
875	P50750	1	Cyclin-dependent kinase 9	CDK9	1025
876	P49674	1	Casein kinase I isoform epsilon	CSNK1E	102800317; 1454
877	P28482	1	Mitogen-activated protein kinase 1	MAPK1	5594
878	P27361	1	Mitogen-activated protein kinase 3	MAPK3	5595
879	P78396	1	Cyclin-A1	CCNA1	8900
880	P20248	1	Cyclin-A2 	CCNA2	890
881	P14635	1	G2/mitotic-specific cyclin-B1	CCNB1	891
882	O95067	1	G2/mitotic-specific cyclin-B2	CCNB2	9133
883	Q8WWL7	1	G2/mitotic-specific cyclin-B3	CCNB3	85417
884	P41002	1	Cyclin-F 	CCNF	899
885	P51959	1	Cyclin-G1 	CCNG1	900
886	Q16589	1	Cyclin-G2	CCNG2	901
887	Q14094	1	Cyclin-I	CCNI	10983
888	Q6ZMN8	1	Cyclin-I2	CCNI2	645121
889	P22674	1	Cyclin-O	CCNO	10309
890	Q00535	1	Cyclin-dependent-like kinase 5 	CDK5	1020
891	Q15078	1	Cyclin-dependent kinase 5 activator 1 	CDK5R1	8851
892	Q9H8S5	1	Cyclin N-terminal domain-containing protein 2	CNTD2	79935
893	P31751	1	RAC-beta serine/threonine-protein kinase 	AKT2	208
894	Q9Y243	1	RAC-gamma serine/threonine-protein kinase 	AKT3	10000
895	P35638	1	DNA damage-inducible transcript 3 protein 	DDIT3	1649
896	Q6P435	1	Putative uncharacterized SMG1-like protein	NA	NA
897	P17861	1	X-box-binding protein 1 	XBP1	7494
898	Q09470	1	Potassium voltage-gated channel subfamily A member 1	KCNA1	3736
899	Q8NEC5	1	Cation channel sperm-associated protein 1 	CATSPER1	117144
900	Q8IZF0	1	Sodium leak channel non-selective protein 	NALCN	259232
901	P18545	1	"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"	PDE6G	5148
902	Q13956	1	"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"	PDE6H	5149
903	Q13370	1	"cGMP-inhibited 3',5'-cyclic phosphodiesterase B "	PDE3B	5140
904	P13500	1	C-C motif chemokine 2	CCL2	6347
905	P48147	1	Prolyl endopeptidase	PREP	5550
906	Q9UNI1	1	Chymotrypsin-like elastase family member 1 	CELA1	1990
907	P11387	1	DNA topoisomerase 1 	TOP1	7150
908	Q5J8X5	1	Membrane-spanning 4-domains subfamily A member 13 	MS4A13	503497
909	Q14654	1	ATP-sensitive inward rectifier potassium channel 11	KCNJ11	3767
910	P08183	1	Multidrug resistance protein 1 	ABCB1	5243
911	P30536	1	Translocator protein 	TSPO	706
912	Q5TGU0	1	Translocator protein 2 	TSPO2	222642
913	O60706	1	ATP-binding cassette sub-family C member 9	ABCC9	10060
914	Q9H244	1	P2Y purinoceptor 12	P2RY12	64805
915	P05023	1	Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	476
916	P51787	1	Potassium voltage-gated channel subfamily KQT member 1	KCNQ1	3784
917	P54750	1	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"	PDE1A	5136
918	Q01064	1	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"	PDE1B	5153
919	Q9NZU7	1	Calcium-binding protein 1 	CABP1	9478
920	Q9NPB3	1	Calcium-binding protein 2 	CABP2	51475
921	P57796	1	Calcium-binding protein 4 	CABP4	57010
922	Q9NP86	1	Calcium-binding protein 5 	CABP5	56344
923	Q86V35	1	Calcium-binding protein 7 	CABP7	164633
924	P05937	1	Calbindin 	CALB1	793
925	P22676	1	Calretinin 	CALB2	794
926	P27482	1	Calmodulin-like protein 3 	CALML3	810
927	Q96GE6	1	Calmodulin-like protein 4 	CALML4	91860
928	Q9NZT1	1	Calmodulin-like protein 5 	CALML5	51806
929	Q8TD86	1	Calmodulin-like protein 6 	CALML6	163688
930	Q9BXU9	1	Calcium-binding protein 8 	CALN1	83698
931	Q9BUY7	1	EF-hand calcium-binding domain-containing protein 11	EFCAB11	90141
932	Q8IY85	1	EF-hand calcium-binding domain-containing protein 13	EFCAB13	124989
933	Q5VUJ9	1	EF-hand calcium-binding domain-containing protein 2	EFCAB2	84288
934	Q8N7B9	1	EF-hand calcium-binding domain-containing protein 3	EFCAB3	146779
935	Q5THR3	1	EF-hand calcium-binding domain-containing protein 6 	EFCAB6	64800
936	A8K855	1	EF-hand calcium-binding domain-containing protein 7	EFCAB7	84455
937	A8MZ26	1	EF-hand calcium-binding domain-containing protein 9	EFCAB9	285588
938	P0CE72	1	Oncomodulin-1 	OCM	654231
939	P0CE71	1	Putative oncomodulin-2	OCM2	4951
940	P20472	1	Parvalbumin alpha	PVALB	5816
941	P58872	1	Rhomboid-related protein 3 	RHBDL3	162494
942	O76038	1	Secretagogin	SCGN	10590
943	Q7Z572	1	Spermatogenesis-associated protein 21	SPATA21	374955
944	P02585	1	"Troponin C, skeletal muscle"	TNNC2	7125
945	Q14457	1	Beclin-1	BECN1	8678
946	Q99527	1	G-protein coupled estrogen receptor 1	GPER1	2852
947	P37059	1	Estradiol 17-beta-dehydrogenase 2	HSD17B2	3294
948	P00846	1	ATP synthase subunit a	MT-ATP6	4508
949	Q06278	1	Aldehyde oxidase 	AOX1	316
950	P50225	1	Sulfotransferase 1A1 	SULT1A1	6817
951	P49888	1	Estrogen sulfotransferase 	SULT1E1	6783
952	P09172	1	Dopamine beta-hydroxylase	DBH	1621
953	Q05940	1	Synaptic vesicular amine transporter	SLC18A2	6571
954	P00441	1	Superoxide dismutase [Cu-Zn]	SOD1	6647
955	P16083	1	Ribosyldihydronicotinamide dehydrogenase [quinone] 	NQO2	4835
956	P00439	1	Phenylalanine-4-hydroxylase 	PAH	5053
957	Q9Y5Y4	1	Prostaglandin D2 receptor 2	PTGDR2	11251
958	P68133	1	"Actin, alpha skeletal muscle"	ACTA1	58
959	Q969V6	1	MKL/myocardin-like protein 1	MKL1	57591
960	Q8WWL2	1	Protein spire homolog 2	SPIRE2	84501
961	P62736	1	"Actin, aortic smooth muscle "	ACTA2	59
962	P60709	1	"Actin, cytoplasmic 1 "	ACTB	60
963	Q562R1	1	Beta-actin-like protein 2 	ACTBL2	345651
964	P68032	1	"Actin, alpha cardiac muscle 1 "	ACTC1	70
965	P63261	1	"Actin, cytoplasmic 2 "	ACTG1	71
966	P63267	1	"Actin, gamma-enteric smooth muscle "	ACTG2	72
967	Q5JWF8	1	Actin-like protein 10	ACTL10	170487
968	O96019	1	Actin-like protein 6A 	ACTL6A	86
969	O94805	1	Actin-like protein 6B 	ACTL6B	51412
970	Q9Y615	1	Actin-like protein 7A 	ACTL7A	10881
971	Q9Y614	1	Actin-like protein 7B 	ACTL7B	10880
972	Q9H568	1	Actin-like protein 8 	ACTL8	81569
973	Q8TC94	1	Actin-like protein 9	ACTL9	284382
974	Q9NZ32	1	Actin-related protein 10 	ACTR10	55860
975	P61163	1	Alpha-centractin 	ACTR1A	10121
976	P42025	1	Beta-centractin 	ACTR1B	10120
977	P61160	1	Actin-related protein 2 	ACTR2	10097
978	P61158	1	Actin-related protein 3 	ACTR3	10096
979	Q9P1U1	1	Actin-related protein 3B 	ACTR3B	57180
980	Q9C0K3	1	Actin-related protein 3C 	ACTR3C	653857
981	Q9H981	1	Actin-related protein 8 	ACTR8	93973
982	Q8TDG2	1	Actin-related protein T1 	ACTRT1	139741
983	Q8TDY3	1	Actin-related protein T2 	ACTRT2	140625
984	Q9BYD9	1	Actin-related protein T3 	ACTRT3	84517
985	Q9ULH7	1	MKL/myocardin-like protein 2 	MKL2	57496
986	Q9C0D0	1	Phosphatase and actin regulator 1	PHACTR1	221692
987	O75167	1	Phosphatase and actin regulator 2	PHACTR2	9749
988	A5A3E0	1	POTE ankyrin domain family member F 	POTEF	728378
989	P0CG38	1	POTE ankyrin domain family member I	POTEI	653269
990	P0CG39	1	POTE ankyrin domain family member J	POTEJ	653781
991	Q9BYX7	1	Putative beta-actin-like protein 3 	POTEKP	NA
992	Q08AE8	1	Protein spire homolog 1 	SPIRE1	56907
993	P16112	1	Aggrecan core protein	ACAN	176
994	Q9UKQ2	1	Disintegrin and metalloproteinase domain-containing protein 28	ADAM28	10863
995	O14672	1	Disintegrin and metalloproteinase domain-containing protein 10 	ADAM10	102
996	O43184	1	Disintegrin and metalloproteinase domain-containing protein 12 	ADAM12	8038
997	P78536	1	Disintegrin and metalloproteinase domain-containing protein 17 	ADAM17	6868
998	Q13443	1	Disintegrin and metalloproteinase domain-containing protein 9 	ADAM9	8754
999	P03956	1	Interstitial collagenase 	MMP1	4312
1000	P45452	1	Collagenase 3 	MMP13	4322
1001	P50281	1	Matrix metalloproteinase-14 	MMP14	4323
1002	P51511	1	Matrix metalloproteinase-15 	MMP15	4324
1003	P51512	1	Matrix metalloproteinase-16 	MMP16	4325
1004	Q9ULZ9	1	Matrix metalloproteinase-17 	MMP17	4326
1005	P08253	1	72 kDa type IV collagenase 	MMP2	4313
1006	Q9NRE1	1	Matrix metalloproteinase-26 	MMP26	56547
1007	P08254	1	Stromelysin-1 	MMP3	4314
1008	P09237	1	Matrilysin 	MMP7	4316
1009	P22894	1	Neutrophil collagenase 	MMP8	4317
1010	P14780	1	Matrix metalloproteinase-9 	MMP9	4318
1011	P48551	1	Interferon alpha/beta receptor 2	IFNAR2	3455
1012	P17405	1	Sphingomyelin phosphodiesterase	SMPD1	6609
